case,sample,LB,unit,fq1,fq2,PL
ctMSI-CRC-0001,N,ctMSI-CRC-0001-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S025_SZ20190713030WHB-5_gdna_wesplus_30892_S25_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S025_SZ20190713030WHB-5_gdna_wesplus_30892_S25_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0001,T,ctMSI-CRC-0001-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_SZ20190824036PES-b_ffpedna_wesplus_32703_S41_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_SZ20190824036PES-b_ffpedna_wesplus_32703_S41_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0002,N,ctMSI-CRC-0002-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S077_SZ20190808017WHB-8_gdna_wesplus_31753_S41_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S077_SZ20190808017WHB-8_gdna_wesplus_31753_S41_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0002,T,ctMSI-CRC-0002-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S092_SZ20190821018PES-c_ffpedna_wesplus_32622_S46_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S092_SZ20190821018PES-c_ffpedna_wesplus_32622_S46_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0003,N,ctMSI-CRC-0003-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S139_SZ20191102021WHB-5_gdna_wesplus_35839_S51_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S139_SZ20191102021WHB-5_gdna_wesplus_35839_S51_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0003,T,ctMSI-CRC-0003-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S074_SZ20191102022PES-2_ffpedna_wesplus_36340_S37_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S074_SZ20191102022PES-2_ffpedna_wesplus_36340_S37_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0004,T,ctMSI-CRC-0004-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S130_SZ20190720032PES-2_ffpedna_wesplus_30831_S48_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S130_SZ20190720032PES-2_ffpedna_wesplus_30831_S48_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0004,N,ctMSI-CRC-0004-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S007_SZ20190704029WHB-1_gdna_wesplus_31382_S88_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S007_SZ20190704029WHB-1_gdna_wesplus_31382_S88_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0004,T1,ctMSI-CRC-0004-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S070_SZ20191031011PES-5_ffpedna_wesplus_36336_S33_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S070_SZ20191031011PES-5_ffpedna_wesplus_36336_S33_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0005,N,ctMSI-CRC-0005-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190824043WHB-a_gdna_wesplus_32376_S27_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S005_SZ20190824043WHB-a_gdna_wesplus_32376_S27_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0005,T,ctMSI-CRC-0005-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S070_SZ20191010016PES-1_ffpedna_wesplus_34546_S38_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S070_SZ20191010016PES-1_ffpedna_wesplus_34546_S38_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0006,N,ctMSI-CRC-0006-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S028_SZ20190928022WHB-b_gdna_wesplus_34045_S28_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S028_SZ20190928022WHB-b_gdna_wesplus_34045_S28_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0006,T,ctMSI-CRC-0006-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S070_SZ20190928023PES-c_ffpedna_wesplus_34087_S26_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S070_SZ20190928023PES-c_ffpedna_wesplus_34087_S26_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0007,T,ctMSI-CRC-0007-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S018_SZ20190413027PES-f_ffpedna_wesplus_27306_S18_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S018_SZ20190413027PES-f_ffpedna_wesplus_27306_S18_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0007,N,ctMSI-CRC-0007-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S010_SZ20190413026WHB-a_gdna_wesplus_27935_S23_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S010_SZ20190413026WHB-a_gdna_wesplus_27935_S23_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0007,T1,ctMSI-CRC-0007-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S069_SZ20190928021PES-c_ffpedna_wesplus_34086_S25_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S069_SZ20190928021PES-c_ffpedna_wesplus_34086_S25_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0008,N,ctMSI-CRC-0008-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S090_SZ20190917021WHB-c_gdna_wesplus_33647_S51_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S090_SZ20190917021WHB-c_gdna_wesplus_33647_S51_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0008,T,ctMSI-CRC-0008-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S068_SZ20190928020PES-7_ffpedna_wesplus_34085_S24_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S068_SZ20190928020PES-7_ffpedna_wesplus_34085_S24_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0009,N,ctMSI-CRC-0009-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S089_SZ20190917020WHB-6_gdna_wesplus_33646_S50_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S089_SZ20190917020WHB-6_gdna_wesplus_33646_S50_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0009,T,ctMSI-CRC-0009-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S067_SZ20190928019PES-8_ffpedna_wesplus_34084_S23_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S067_SZ20190928019PES-8_ffpedna_wesplus_34084_S23_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0010,N,ctMSI-CRC-0010-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S040_SZ20190831030WHB-6_gdna_wesplus_32892_S40_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S040_SZ20190831030WHB-6_gdna_wesplus_32892_S40_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0010,T,ctMSI-CRC-0010-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S006_SZ20190914010PES-0_ffpedna_wesplus_33458_S31_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S006_SZ20190914010PES-0_ffpedna_wesplus_33458_S31_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0011,N,ctMSI-CRC-0011-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S022_SZ20190223008WHB-c_gdna_wesplus_25753_S15_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S022_SZ20190223008WHB-c_gdna_wesplus_25753_S15_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0011,T,ctMSI-CRC-0011-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S089_SZ20190321063PES-8_ffpedna_wesplus_26442_S14_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S089_SZ20190321063PES-8_ffpedna_wesplus_26442_S14_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0011,T1,ctMSI-CRC-0011-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S002_SZ20190911018PES-0_ffpedna_wesplus_33454_S27_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S002_SZ20190911018PES-0_ffpedna_wesplus_33454_S27_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0012,N,ctMSI-CRC-0012-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S003_SZ20190702017WHB-5_gdna_wesplus_31378_S84_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S003_SZ20190702017WHB-5_gdna_wesplus_31378_S84_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0012,T,ctMSI-CRC-0012-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S001_SZ20190911014PES-1_ffpedna_wesplus_33453_S26_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S001_SZ20190911014PES-1_ffpedna_wesplus_33453_S26_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0013,T,ctMSI-CRC-0013-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S107_SZ20190907029PES-d_ffpedna_wesplus_33106_S46_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S107_SZ20190907029PES-d_ffpedna_wesplus_33106_S46_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0013,N,ctMSI-CRC-0013-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S039_SZ20190907028WHB-8_gdna_wesplus_33178_S39_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S039_SZ20190907028WHB-8_gdna_wesplus_33178_S39_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0014,N,ctMSI-CRC-0014-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S006_SZ20190704028WHB-6_gdna_wesplus_31381_S87_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S006_SZ20190704028WHB-6_gdna_wesplus_31381_S87_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0014,T,ctMSI-CRC-0014-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S106_SZ20190907026PES-1_ffpedna_wesplus_33105_S45_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S106_SZ20190907026PES-1_ffpedna_wesplus_33105_S45_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0015,N,ctMSI-CRC-0015-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S135_SZ20190122013WHB-e_gdna_wesplus_22082_S55_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S135_SZ20190122013WHB-e_gdna_wesplus_22082_S55_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0015,T,ctMSI-CRC-0015-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S041_SZ20190323009PES-9_ffpedna_wesplus_26646_S9_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S041_SZ20190323009PES-9_ffpedna_wesplus_26646_S9_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0016,T,ctMSI-CRC-0016-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S039_SZ20190611021PES-1_ffpedna_wesplus_30232_S9_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S039_SZ20190611021PES-1_ffpedna_wesplus_30232_S9_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0016,N,ctMSI-CRC-0016-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S073_SZ20190529021WHB-f_gdna_wesplus_30266_S19_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S073_SZ20190529021WHB-f_gdna_wesplus_30266_S19_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0017,T,ctMSI-CRC-0017-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S075_SZ20190411017PES-1_ffpedna_wesplus_24267_S10_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S075_SZ20190411017PES-1_ffpedna_wesplus_24267_S10_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0017,N,ctMSI-CRC-0017-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S044_SZ20190319071WHB-5_gdna_wesplus_24543_S4_L003_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S044_SZ20190319071WHB-5_gdna_wesplus_24543_S4_L003_R2_001.fastq.gz,ILM
ctMSI-CRC-0017,T1,ctMSI-CRC-0017-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S076_SZ20190829013PES-9_ffpedna_wesplus_32606_S30_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S076_SZ20190829013PES-9_ffpedna_wesplus_32606_S30_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0018,T,ctMSI-CRC-0018-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S075_SZ20190829012PES-b_ffpedna_wesplus_32605_S29_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S075_SZ20190829012PES-b_ffpedna_wesplus_32605_S29_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0018,N,ctMSI-CRC-0018-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_SZ20190829011WHB-0_gdna_wesplus_32608_S32_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_SZ20190829011WHB-0_gdna_wesplus_32608_S32_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0019,N,ctMSI-CRC-0019-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S004_SZ20190406026WHB-a_gdna_wesplus_29195_S4_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S004_SZ20190406026WHB-a_gdna_wesplus_29195_S4_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0019,T,ctMSI-CRC-0019-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S085_SZ20190827033PES-2_ffpedna_wesplus_32517_S34_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S085_SZ20190827033PES-2_ffpedna_wesplus_32517_S34_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0020,N,ctMSI-CRC-0020-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S029_SZ20190518023WHB-6_gdna_wesplus_30311_S6_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S029_SZ20190518023WHB-6_gdna_wesplus_30311_S6_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0020,T,ctMSI-CRC-0020-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S084_SZ20190827030PES-d_ffpedna_wesplus_32516_S33_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S084_SZ20190827030PES-d_ffpedna_wesplus_32516_S33_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0020,T1,ctMSI-CRC-0020-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S085_SZ20191116027PES-7_ffpedna_wesplus_36499_S47_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S085_SZ20191116027PES-7_ffpedna_wesplus_36499_S47_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0021,N,ctMSI-CRC-0021-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S004_SZ20190824041WHB-d_gdna_wesplus_32375_S26_L001_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S004_SZ20190824041WHB-d_gdna_wesplus_32375_S26_L001_R2_001.fastq.gz,ILM
ctMSI-CRC-0021,T,ctMSI-CRC-0021-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S081_SZ20190824042PES-2_ffpedna_wesplus_32706_S44_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S081_SZ20190824042PES-2_ffpedna_wesplus_32706_S44_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0022,N,ctMSI-CRC-0022-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S127_SZ20190625020WHB-9_gdna_wesplus_30994_S53_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S127_SZ20190625020WHB-9_gdna_wesplus_30994_S53_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0022,T,ctMSI-CRC-0022-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S080_SZ20190824039PES-e_ffpedna_wesplus_32705_S43_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S080_SZ20190824039PES-e_ffpedna_wesplus_32705_S43_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0023,T,ctMSI-CRC-0023-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S057_SZ20190515014PES-f_ffpedna_wesplus_29081_S24_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S057_SZ20190515014PES-f_ffpedna_wesplus_29081_S24_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0023,N,ctMSI-CRC-0023-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S027_SZ20190515013WHB-6_gdna_wesplus_30309_S4_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S027_SZ20190515013WHB-6_gdna_wesplus_30309_S4_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0024,T,ctMSI-CRC-0024-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S037_SZ20190317023PES-0_ffpedna_wesplus_26642_S5_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S037_SZ20190317023PES-0_ffpedna_wesplus_26642_S5_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0024,N,ctMSI-CRC-0024-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S036_SZ20190317024WHB-4_gdna_wesplus_27324_S12_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S036_SZ20190317024WHB-4_gdna_wesplus_27324_S12_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0024,T1,ctMSI-CRC-0024-T1,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S079_SZ20190824037PES-5_ffpedna_wesplus_32704_S42_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S079_SZ20190824037PES-5_ffpedna_wesplus_32704_S42_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0025,N,ctMSI-CRC-0025-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S100_SZ20190813031WHB-7_gdna_wesplus_31938_S36_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S100_SZ20190813031WHB-7_gdna_wesplus_31938_S36_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0025,T,ctMSI-CRC-0025-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S077_SZ20190824031PES-5_ffpedna_wesplus_32702_S40_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S077_SZ20190824031PES-5_ffpedna_wesplus_32702_S40_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0026,N,ctMSI-CRC-0026-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S015_SZ20190219055WHB-2_gdna_wesplus_25746_S8_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S015_SZ20190219055WHB-2_gdna_wesplus_25746_S8_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0026,T,ctMSI-CRC-0026-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S093_SZ20190821019PES-3_ffpedna_wesplus_32623_S47_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S093_SZ20190821019PES-3_ffpedna_wesplus_32623_S47_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0027,N,ctMSI-CRC-0027-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_SZ20190808018WHB-f_gdna_wesplus_31754_S42_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S078_SZ20190808018WHB-f_gdna_wesplus_31754_S42_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0027,T,ctMSI-CRC-0027-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S091_SZ20190821017PES-6_ffpedna_wesplus_32621_S45_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S091_SZ20190821017PES-6_ffpedna_wesplus_32621_S45_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0028,N,ctMSI-CRC-0028-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S120_SZ20190413021WHB-e_gdna_wesplus_28468_S21_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S120_SZ20190413021WHB-e_gdna_wesplus_28468_S21_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0028,T,ctMSI-CRC-0028-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S011_SZ20190816024PES-2_ffpedna_wesplus_32382_S5_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S011_SZ20190816024PES-2_ffpedna_wesplus_32382_S5_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0029,N,ctMSI-CRC-0029-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S162_SZ20190319070WHB-6_gdna_wesplus_25714_S27_L004_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S162_SZ20190319070WHB-6_gdna_wesplus_25714_S27_L004_R2_001.fastq.gz,ILM
ctMSI-CRC-0029,T,ctMSI-CRC-0029-T,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S010_SZ20190816023PES-3_ffpedna_wesplus_32381_S4_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S010_SZ20190816023PES-3_ffpedna_wesplus_32381_S4_L002_R2_001.fastq.gz,ILM
ctMSI-CRC-0030,N,ctMSI-CRC-0030-N,t1,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S034_SZ20181212002WHB-8_gdna_wesplus_17475_S34_L002_R1_001.fastq.gz,/home/pengjia/ProjectMSI/ctDNA/DATD/HaploX/WEX/191201DYH/S034_SZ20181212002WHB-8_gdna_wesplus_17475_S34_L002_R2_001.fastq.gz,ILM
